degree,specialization,cgpa,internship,projects,skills,job_role
B.Tech CS,Cloud Computing,9.51,No,2,"Python, Pandas, Machine Learning, SQL, Statistics, Java, Leadership",Data Scientist
B.Tech CS,Software Engineering,9.82,Yes,1,"HTML, CSS, JavaScript, React, UI/UX, Excel, Scikit-learn",Frontend Developer
MBA,AI & ML,6.19,No,2,"Node.js, Python, Java, SQL, REST API, UX, DSA",Backend Developer
MCA,Data Science,9.52,No,3,"HTML, CSS, JavaScript, React, UI/UX, Agile, NoSQL",Frontend Developer
MCA,Cloud Computing,7.92,Yes,9,"HTML, CSS, JavaScript, React, Node.js, Git, Roadmaps, Networking",Full Stack Developer
B.Tech CS,Data Science,9.05,No,1,"Agile, Leadership, Communication, Roadmaps, Java, Selenium",Product Manager
MBA,Web Development,7.83,Yes,1,"Troubleshooting, Windows Server, Question/Answer, Node.js, TensorFlow",IT Support Specialist
BCA,Data Science,9.22,Yes,7,"Networking, Cyber Security, Linux, Firewalls, Kubernetes, Machine Learning",Cyber Security Analyst
B.Tech IT,Networking,9.32,No,5,"Linux, Windows Server, Networking, Machine Learning, Selenium",System Administrator
B.Tech CS,Mobile Development,9.09,Yes,6,"Python, SQL, Excel, Power BI, DSA, Troubleshooting",Data Analyst
MBA,Data Science,8.65,Yes,1,"Docker, Kubernetes, CI/CD, AWS, Linux, Windows Server, Java",DevOps Engineer
B.Sc Computer Science,Data Science,5.66,No,7,"Python, SQL, Excel, Power BI, Agile, GCP",Data Analyst
B.Tech IT,Software Engineering,7.11,Yes,2,"Java, Kotlin, Swift, React Native, GCP, Windows Server",Mobile Developer
B.Sc Computer Science,Mobile Development,8.8,No,8,"Figma, Adobe XD, UI, UX, Docker, MySQL",UI/UX Designer
BCA,Data Science,6.43,Yes,5,"Docker, Kubernetes, CI/CD, AWS, Linux, Figma, Testing",DevOps Engineer
BCA,Software Engineering,8.29,Yes,1,"HTML, CSS, JavaScript, React, UI/UX, NoSQL, Adobe XD",Frontend Developer
MCA,Web Development,7.49,No,5,"Python, Pandas, Machine Learning, SQL, Statistics, AWS, Kotlin",Data Scientist
M.Sc CS,Mobile Development,6.3,Yes,9,"Networking, Cyber Security, Linux, Firewalls, Planning, Docker",Cyber Security Analyst
M.Tech CS,Data Science,8.96,No,1,"Java, Kotlin, Swift, React Native, Pandas, Firewalls",Mobile Developer
M.Tech CS,Cybersecurity,6.23,Yes,1,"SQL, Oracle, MySQL, NoSQL, Firewalls, CSS",Database Administrator
M.Tech CS,Cybersecurity,6.59,No,2,"Linux, Windows Server, Networking, Power BI, Java",System Administrator
MBA,Data Science,8.14,No,2,"Figma, Adobe XD, UI, UX, Azure, TensorFlow",UI/UX Designer
B.Sc Computer Science,Software Engineering,6.32,Yes,3,"Figma, Adobe XD, UI, UX, Communication, UI/UX",UI/UX Designer
MCA,Data Science,8.75,No,3,"HTML, CSS, JavaScript, React, UI/UX, Testing, C++",Frontend Developer
MCA,Data Science,5.85,Yes,7,"Python, Pandas, Machine Learning, SQL, Statistics, REST API, Firewalls",Data Scientist
M.Tech CS,Networking,8.41,Yes,6,"Python, Java, C++, DSA, Git, CSS, Leadership",Software Developer
MCA,AI & ML,9.7,No,7,"Agile, Leadership, Communication, Roadmaps, Question/Answer, Docker",Product Manager
MCA,Mobile Development,7.78,No,8,"Troubleshooting, Windows Server, Question/Answer, Roadmaps, Scikit-learn",IT Support Specialist
B.Sc Computer Science,Mobile Development,6.52,No,2,"Node.js, Python, Java, SQL, REST API, CI/CD, UX",Backend Developer
M.Tech CS,Mobile Development,7.91,No,2,"Networking, Cyber Security, Linux, Firewalls, Communication, HTML",Cyber Security Analyst
B.Sc Computer Science,Cloud Computing,8.37,Yes,1,"Python, Machine Learning, TensorFlow, Scikit-learn, Planning, Docker",ML Engineer
B.Tech CS,Networking,6.36,Yes,7,"Node.js, Python, Java, SQL, REST API, Communication, Figma",Backend Developer
B.Tech CS,Networking,6.2,No,9,"Excel, Power BI, SQL, Communication, Networking, Testing",Business Analyst
M.Sc CS,AI & ML,6.01,Yes,9,"Agile, Leadership, Communication, Roadmaps, Adobe XD, JavaScript",Product Manager
B.Sc Computer Science,Software Engineering,8.76,Yes,9,"HTML, CSS, JavaScript, React, UI/UX, Oracle, MySQL",Frontend Developer
M.Sc CS,Cybersecurity,9.29,Yes,7,"Troubleshooting, Windows Server, Question/Answer, Selenium, Scikit-learn",IT Support Specialist
B.Tech IT,Web Development,6.27,Yes,6,"AWS, Azure, GCP, Docker, Excel, Node.js",Cloud Engineer
M.Sc CS,Web Development,8.42,No,0,"Agile, Leadership, Communication, Roadmaps, Networking, Machine Learning",Product Manager
M.Tech CS,Cloud Computing,7.1,Yes,8,"Python, Machine Learning, TensorFlow, Scikit-learn, MySQL, NoSQL",ML Engineer
M.Tech CS,Cybersecurity,8.32,No,6,"Agile, Leadership, Communication, Roadmaps, Planning, CI/CD",Product Manager
B.Tech CS,Networking,8.07,Yes,8,"Python, SQL, Excel, Power BI, UI, Docker",Data Analyst
BCA,Web Development,6.65,No,0,"Python, Machine Learning, TensorFlow, Scikit-learn, Node.js, MySQL",ML Engineer
M.Tech CS,AI & ML,9.05,No,5,"SQL, Oracle, MySQL, NoSQL, React Native, Adobe XD",Database Administrator
M.Tech CS,Mobile Development,9.8,Yes,10,"AWS, Azure, GCP, Docker, SQL, Testing",Cloud Engineer
MCA,Cybersecurity,8.96,Yes,9,"Docker, Kubernetes, CI/CD, AWS, Linux, Node.js, Networking",DevOps Engineer
MBA,AI & ML,6.66,No,2,"Python, Pandas, Machine Learning, SQL, Statistics, UX, Scrum",Data Scientist
BCA,Mobile Development,5.69,No,8,"Python, SQL, Excel, Power BI, Planning, React Native",Data Analyst
B.Sc Computer Science,Web Development,6.72,No,2,"Docker, Kubernetes, CI/CD, AWS, Linux, Git, UX",DevOps Engineer
M.Sc CS,Cloud Computing,6.41,No,2,"Excel, Power BI, SQL, Communication, Automation, Kubernetes",Business Analyst
B.Tech IT,AI & ML,5.89,No,2,"Python, SQL, Excel, Power BI, Kotlin, Node.js",Data Analyst
B.Sc Computer Science,Cloud Computing,9.76,Yes,8,"Linux, Windows Server, Networking, GCP, TensorFlow",System Administrator
B.Sc Computer Science,Networking,8.14,No,7,"Python, Pandas, Machine Learning, SQL, Statistics, Leadership, REST API",Data Scientist
B.Sc Computer Science,Networking,9.71,Yes,4,"Networking, Security, Linux, CSS, CI/CD",Network Administrator
M.Sc CS,Data Science,8.8,Yes,4,"AWS, Azure, GCP, Docker, TensorFlow, Node.js",Cloud Engineer
BCA,Cybersecurity,6.68,No,9,"Java, Kotlin, Swift, React Native, SQL, TensorFlow",Mobile Developer
M.Tech CS,Cybersecurity,9.99,Yes,1,"Networking, Cyber Security, Linux, Firewalls, HTML, Statistics",Cyber Security Analyst
MCA,Data Science,9.53,Yes,7,"HTML, CSS, JavaScript, React, Node.js, Git, Security, Machine Learning",Full Stack Developer
B.Sc Computer Science,Web Development,8.49,No,0,"Figma, Adobe XD, UI, UX, Python, Oracle",UI/UX Designer
